name	requested_backend	observed_backend	mean_gen_tok_s	mean_elapsed_s	mean_generated_tokens	exit_code
flash_attn_40kctx_16kgen	FLASH_ATTN	FLASH_ATTN	456.32870291892937	287.23154857801273	131072.0	0
